id	ttext
409620364767944705	Девушка #ЖЖОТ!!! Самый первый прыжок с парашютом - это жесть:))): http://t.co/VCn7lZopiR #Прикол #Смешно #ППЦ )))
409620497639686144	#борода бляяяяяяя куда не прийду, везде хвалят мою бороду)))) ну или просто обсуждают её
409621306628653056	Фуу, мороженные песни, отстой, приперлись в школу к 10, рано встали, #мыпросралитричаса:)
409621350970843136	давненько я не слушал #radiot в онлайне. теперь слушаю и смотрю в два потока :)
409621617065861121	RT @TukvaSociopat: Специально для российских СМИ! ))) Майдан сейчас!!! )))  #євромайдан http://t.co/qlAa3AKE65
409621619712462848	RT @TukvaSociopat: Специально для российских СМИ! ))) Майдан сейчас!!! )))  #євромайдан http://t.co/qlAa3AKE65
409621938667941888	У нас есть шанс кем-то стать, но это трудно. %) #TEAMFOLLOWBACK
409622490722611200	RT @RadioRecord: Мода, она бывает разной) #radiorecord http://t.co/70Pg4Bbjry
409622745341624320	Уже решили с родителями куда пойдем на новогодних каникулах^_^#традиция
409622830171430913	Она посадила травы и немного низко растущих здесь, а потом сделала рощицу вон там. :))) #FF
409622929501347840	RT @TukvaSociopat: Людей уже очень много!!! ))) Спасибо Вам!!!  #євромайдан http://t.co/KpMkWJAisn
409623192387325952	Услышала по радио песню #Enrique &lt;3 Подняла себе настроение :)
409623373439041536	RT @TukvaSociopat: Специально для российских СМИ! ))) Майдан сейчас!!! )))  #євромайдан http://t.co/qlAa3AKE65
409623665911660544	Это игра на угадывание мыслей. :-) #RU_FF #FF_RU #FOLLOWBACK
409623984989552640	RT @nstkotova: @AyrMarianna Привееет)))) #mtvstars Justin Bieber
409624246164676608	RT @viktorios_9: @svetabondareva9 да,но ты сама знаешь что мы сделали в тот день :DD #бутылочки ахахах :DD
409624291995422721	В #TheTomorrowPeople определенно главный герой Джон =) http://t.co/oOW4lQPjJR
409624511093280769	посмотрела только что видео #KartaShow .это потрясно!!Дима молодец))я и сама была бы рада посетить его концерт)))
409624696377081856	Ребят не забывайте сегодя последний день голосования))#mtvstars One Direction
409624827289677824	RT @TukvaSociopat: Спасибо Свободным Гражданам Украины! ))) #євромайдан http://t.co/iqnKNq8G3M
409624869996085248	RT @Ekaterinaa33: Сегодня у бейбы день рождение:* С праздником Ники❤️ #HappyBirthdayDearNickiMinaj #HappyBirthdayNickiMinajFromRussia http:…
409624916628344832	Для семейного альбома))) #snowboard #gudauri #burton #forum http://t.co/EhtlpqQz9Y
409624960471408640	Любовь греет!)))“@beautifulwed: Как не замёрзнуть на свадьбе зимой? Семь вариантов для невесты http://t.co/wLfaOG8EX4 #beautiful #wedding”
409625064020389889	RT @Sae_Roshchin: У меня какой-то мастерков синый нон-стоп)) сегодня о портрете в иллюстрации #masterclass #portrait #illustration #sae htt…
409625152419540992	Концерт #ГеройНашегоВремени на Площади Революции. #МГЕР тоже тут ) #Москва #Россия http://t.co/msMb1Bnvmy”
409625194719088640	#HappyBirthdayIanFromRussia Россия и Эстония любят тебя))))
409625327250337792	Ты получишь свой новый порядок. о-) #INSTANTFOLLOWBACK
409625530288594944	RT @Steel_Balls_Cat: #СиськаNeverDie Иностранцы в шоке :D http://t.co/VNpbyf5m1m
409625577050890240	RT @shulz19761: @FTYSp @SFGO76 @Z8SS @pillSa5 @rubin_paceka смею вам напомнить что без #Гейнадия любые выборы нелегетимны! ВотЪ!:-)
409625742583271424	Вот такая у нас елка стоит на площади) #winter #snow #new_year http://t.co/gc44KsLFGl
409625742683959296	RT @TukvaSociopat: Специально для российских СМИ! ))) Майдан сейчас!!! )))  #євромайдан http://t.co/qlAa3AKE65
409625792130211840	#Взаимныйфолловинг #читаювсех #followme #follow #читаювсех гоу ребятки :*
409626068614926336	Мартин внимательно следит за снежинками))) #котдома http://t.co/i7TKrXVGV3
409626157009469440	Я знаю, что нужно убирать и готовить, но не понимаю при чем здесь Я!?). #факт
409626840727552000	RT @TukvaSociopat: Спасибо Свободным Гражданам Украины! ))) #євромайдан http://t.co/iqnKNq8G3M
409626902580969472	@YorobeyKo @Alex_Sparrow_ Конечно делимся !)Рассылаем сообщения и ссылки e-mail #Like #RT #БудьПожалуйстаПослабее&gt; https://t.co/XEoPLoQcip
409626905634414593	Афигенное фото))) #фото #ока #добро #друзья #настроение #нн #нижнийновгород http://t.co/zu90QFh6Cd
409626906079023104	Вот это ночка! Надеемся, вам понравилось :) #MindGames
409627002447331328	Мне не послышалось? На матче #Спартак #ростов только что было ""я твой рот ебал"" во время паузы комментатора?)))
409627112866193410	@cherrystef даа, это на самом деле мечта) #mtvstars 30 Seconds To Mars
409627256311808000	Во время вывода хэштега в наушниках Минаж :)) #HappyBirthdayNickiMinajFromRussia
409627388516270080	Замечательная #золотаяшиншилла Она постоянно из лежака своего падала, очень милая:) #я #котэ #британка… http://t.co/Ya4mse730D
409627772722876416	RT @phoenix_6277: 2к посвящаю голосующей ленте) вы молодцы продолжаем в том же духе #mtvstars 30 Seconds To Mars
409627861797339136	Очень интересно наблюдать за родителями!мама звонит папе:""кайдасын?;)""папа шепотом:в засаде ;)))#отецтотещеохотник #смехнаэтомконцепровода
409628078176882688	Ну просто в лет сегодня идут катания на ватрушках) В очереди не только дети))) #Almaty, #Алматы вам будет интересно! http://t.co/OTJomsBDCs
409628078751899648	Барбз, вы такие хорошие :)) #HappyBirthdayNickiMinajFromRussia
409628251414626304	Песня моего дня....)))) #music #mother #happy #smile #home #day #sunday #december #winter #iphone… http://t.co/AMZKqaRyZJ
409628561155182592	@na_na_na26 потаму что #HappyBirthdayCoreyTaylor :D
409628650888495104	RT @TukvaSociopat: Спасибо Журналистам! ))) #євромайдан http://t.co/6sVWMXY2Vh
409628992539750400	RT @Steel_Balls_Cat: #СиськаNeverDie Иностранцы в шоке :D http://t.co/VNpbyf5m1m
409629034654363648	Просто катаемся, кругом рождественские огни, а потом мы пьем горячий шоколад. :) #FOLLOWBACK
409629132533035009	Ничего нет интереснее на свете, как #страница бывшего...) #статусы #ДавайПофолловимся
409629135573905408	RT @SevaTarasov: На съемке #Воробьевlive #ellegirl #teentv #ГруппаГерои. Леша просто потрясающий ведущий :D. Замечательный вечер))) http://…
409629498775465984	#instacollage выставка Юдашкина) http://t.co/3t45brdBBK
409629537538826240	#HappyBirthdayNickiMinajFromRussia Ники,если я была бы парнем яб дрочила на тебя. :D :3
409629752945688576	@Banana_Killjoy ЭТ Я ЖИРНЫЙ :D ОКОЛО 45-50 ВЕШУ #ХОХОХО
409630025491959808	Я так люблю милые мультики) #холодноесердце http://t.co/iZ9aMoRMQL
409630544251457537	#believetour ended :c Спасибо @justinbieber что посетил Россию,я никогда не забуду тот день,это было  нереальный заряд позитива и счастья:)
409630603286298624	Сам написал себе вчера такую песню. ;-) #FF #FOLLOW
409630802347970560	Жил был дракон который питался девственницами .Прилетел в Росиию,и сдох голода  ) #ЧитаюВзаимно
409630997593210880	Начинаем воскресный пасьют #биатлон. все выходные я дома и смотрю гонки)))
409631224144347136	Как же Ланочка порадовала, все таки она еще торт) #lanadelrey #tropico
409631587819462657	если вы не понимаете с пятого раза что прочитали, значит это точно написал юрист :D  #этоинтересно
409631670011043840	#ВзаимныйФолловинг #FollowMe #FollowBack #FollowForFollow #F4F #ЧитаюВсехВзаимно #PR #RT читаем все меня:D
409631758217277440	заебали со своими сессичными, честное слово))) #хуессичные
409631804967366657	На бога надейся а сам не плошай! вчера, в москве поп василий ушатал кадилом двух гопников)))) #SLEDUI
409631849166954496	-Сходил первый раз в жизни на каток..-И как?понравилось?-Да вроде да..пара синяков,спина болит и логоть) #SLEDUI
409631999209783297	RT @Steel_Balls_Cat: #СиськаNeverDie Иностранцы в шоке :D http://t.co/VNpbyf5m1m
409632237391720449	Крестница подарила ❤️❤️❤️)) #lifestyle #instalife #labellavita #pink #look #mimimi #likeme #люблю http://t.co/ml7Y5n1o3y
409632591437111296	Где это видано 2 официантки сразу))Яна и Валя очень позитивные девчонки)#heyday#евразия http://t.co/dQ7ZRP07m1
409632592338903040	Утяшки))давно я их так много не видела#heyday http://t.co/ODEHKoU8DB
409632745371873280	меня само по себе прикалывает вместо точки писать тчк :DDD #mtvstars 30 Seconds To Mars
409632791337254912	#коротко Самое кайфовое место летом-это холодильник.И не жарко,и есть что пожрать:DD
409632904680325120	Любимая лента! Все хором набираем #HappyBirthdayNickiMinajFromRussia Буду ретвитеть вас:)))
409632964470124544	Воу воу воу!!!!Кто к нам пришел!мои малышки))))#Korea#girls#friends#bitches#пафос http://t.co/fWaJZTLBJx
409633139225423872	Я не по моде. Ну что ж. Печалька. ага. :D  #followme
409633180639977474	Автобусы-вот оно место встречи бабулек! :D  #AutoFollow
409633694186364928	Джулиан) #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever Хэй Джуд http://t.co/zw6apDG3gi
409633779335307264	Как нас могли обогнать?!?! Четыре:) #mtvstars 30 Seconds To Mars
409634046491496448	RT @mccartneeyy_: Джулиан) #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever #Lennon_Forever Хэй Джуд http://…
409634110416891904	#InstaSize готовимся к концерту) @ Gaz 3110 M Turbo http://t.co/ggpZukZ2GU
409634175634132992	RT @jecofybomiw: #live хорошего вам рабочего настроения =)
409634577301258240	#важно Даздравствует наша молодешь, утром не разбудищь, ночью хер найдешь!)
409637619963002880	#ГудЛанч Ромашки - мои любимые цветы!!! ;) @ Аквамолл http://t.co/P85cMy0H3f
409637922367733760	@topordybenko ты виноват блиать =) говорил тебе со мной в пару надо, а ты все - фейм,хайп,нойз.... #топорбьётдетей
409638007109459969	#ВсегдаВзаимный Не тяни резину,лучше купи на размер побольше) 
409638795873501184	Это был трудный год, но ты была рядом. ::-) #TEAMFOLLOWBACK
409638886667612161	Если бы я выбирал друзей по красоте, то с многими из вас я бы не общался...!) #советы
409638930158321664	Он хотел бы поближе взглянуть на тело той несчастной. 3:-) #TeamFollowback
409639144458293248	-Плохое пищеварение?? - Купи ролтон!!)) #TEAMFOLLOWBACK
409639233687924736	RT @KsEn_eChKA: #HappyBirthdayIanFromRussia с днем рождения, любимый)
409639405998333952	и после всего того что было, она продолжала встречать его с распростёртыми ногами....)) #AutoFollowBack
409639407554404352	Настал этот день:) #johnyboy #h1gh @ Айсберг http://t.co/VfzJ07yuVP
409639572184637440	Глазырина на позицию обошла представительницу Андорры! Определенно, это успех! :)) #биатлон #biathlon #WorldCup
409639844416356352	@TomAnnailla привеет) мне самой безумно понравилось хД #mtvstars 30 Seconds To Mars
409639846232080384	МОИ КОЛЕЕНИ! ОНА ХОЧЕТ ИХ СЪЕСТЬ! Прост голосуем) #mtvstars 30 Seconds To Mars
409640011420561409	А я, даже не осмелился подойти к ним. ::-) #FOLLOWBACK
409640011579936768	Шрифты выражают настроение, передают атмосферу, они придают словам определённую окраску. O:-) #FF #FOLLOW
409640052382121984	сходили с Диной на рынок али наржались) #отличный_настрой_перед_праздником))
409640384663650304	RT @Sugar_wgd: Кажется, сегодня будет много анфоллоу :D #mtvstars 30 Seconds To Mars
409640537873190912	вот теперь можно лечь спать и ничего,что завтра в семь как штык,учитывая то,что ехать с бабайки на казачий,мда,сущий пустяк))#спокойнойночи
409640540183855104	азпром - мечты сбываются. Украина; Улыбаемся и мааашем, улыбаемся и маашем :D #sledui
409641497567723520	@AlexShaleiko это точно! Спасибо, Саня! Уже получше! Скоро буду сам за #Спартак играть! А то нападов у них нет без Мовсисяна!)
409641610318987264	#VD - Немного бесплатных авок от меня. / - кто взял ставим лайк:) /  / Просьба поставить ♥ http://t.co/42rIWBPn93
409641657446199296	#Мода@fluflu / Лайк, если хочешь собачку:) http://t.co/qhug9ozFr2
409641897658179585	""Полезная вещь, быстро и с комфортом довезет до ТЦ)"" @ Бесплатный автобус ""Золотой Вавилон"": http://t.co/hM1I96CgA5 #foursquare
409641898627067905	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409641963160604672	В ГУМе новогодняя сказка)) #Moscow #newyear http://t.co/ltSCY9Qa68
409642111571853312	#new #nice #like #love готовимся потихоньку к новому году)) http://t.co/Z7bFTvCSz1
409642215913181184	Сэр, недавно я смотрел фильм. *:O) #INSTANTFOLLOWBACK
409642276236034048	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409642370175479808	Я проснулся и встал :3 Утра #лента ^^ Всем отличного понедельника : )
409642694164889600	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409642743703830529	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409642743791513600	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409642986721796096	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409643127738101761	Доставило!)) #Олимпиада #Сочи2014 http://t.co/NYReXztWKA
409643178900594688	Смотрю видео @RomaTweetcorn #лайковстоасексаноль мне нормально:)
409643335838871552	@nickiminajruss #HappyBirthdayNickiMinajFromRussia ждем:)
409643380638240768	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409643381858779136	1:0!!!)) #спартак #спартакмосква #spartak #spartakmoscow #fcsm #фксм #moscow @ Дом 25 http://t.co/qtC8uTyOD3
409643467087024128	Отгремело! Было круто! Впереди Москва!)))) юху! #legendyretrofm
409643515824852992	RT @dominickjocker: Мир, с нами @verabrezhneva и ее многочисленная армия поклонников))) голосуйте за #ХорАлтайскогоКрая на… http://t.co/tGV…
409643606144606209	@TRIADINTHEAIR @KattyKyrylenko давно уже можно:D #mtvstars 30 Seconds To Mars
409643713540153344	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409643972194467840	RT @Pineapple_Owl: кас такой няшка ^_^ #mtvstars 30 Seconds To Mars http://t.co/kHwraMGEIP
409644406678245376	Билеты туда и обратно на новый год взял)) #петропавловск #новыйгод http://t.co/b7yAaHNF3X
409644539444727808	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409644580767019008	офигенно выспалась#пол дня проспала,@Kirill_Korn ты проснулся?)
409644624928862208	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409644670990680064	Крутая поездка, крутые люди ! Всем спасибо:) #юургу70
409644710547165184	#Новогодняя реклама #CocaCola по телевизору) #празднике нам приходит)
409644712069726208	RT @not_your_more: КОМУ СИГНУ? СДЕЛАЮ КАЖДОМУ)) ДЕЛАЕМ #RT
409644886141702144	Вот и прошел этот день; ) Спасибо всем за поздравления и подаренное внимание #citylab #офис#отметили… http://t.co/BWHlXVKSHI
409644972955025408	#лента , а #зима в Украине начнется через 2 часа . #22:04 Россия, вам везет, поздравляю с зимой :)
409645296801423360	@Kate_Clapp Ты любишь радужных единорогов? я да:)#AskClapp
409645550519087105	@fight_for_mars я решил написать упрт фф с ATL, сиреной и паниками :D #яидиот
409645637589012480	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409645956523917312	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409646003214909440	Алсу) #песнягода #музтв #работатакаяработа #олимпийский http://t.co/GMH8e5BtRU
409646005441658880	Сегодня День Рождения прекрасного человека, милого и доброго. Поздравляю @SigovaDarya Всех благ!:) #Самара
409646329535934466	Турбазу можно переименовать в бухбазу когда на нее ездят школьники:D #RU_FF
409646419524739072	Песни из #Молодёжка повсюду, от универа до кафешек :)
409646801726488576	Орбакайте ) #песнягода #олимпийский #работатакаяработа #россия http://t.co/d686CRyyzk
409646936481083392	RT @Kostyanus: Так :) #WorldCup2014 http://t.co/RTm0EvbvNU
409646978768048128	А я тут печенюшек испекла) #печенье #готовка #cookies http://t.co/lzgWKkgkq9
409647253482397696	RT @Gerard_cream: #mtvstars One Direction и выводим ,и стораемся!!!!! :D http://t.co/7tGkXIpwCf
409647383186665472	Прости меня, мне тоже непросто говорить правду. =) #TEAMFOLLOWBACK
409647383199244288	У тебя не получилось бы сделать это получше. .. ^_^ /../ #RU_FF
409647425683750912	RT @not_your_more: КОМУ СИГНУ? СДЕЛАЮ КАЖДОМУ)) ДЕЛАЕМ #RT
409647471678488576	Готовлюсь к Новому Году))^ #снег #мишура #олени http://t.co/ym4Iz8KAjQелка #дедмороз http://t.co/TrHeouKQUl http://t.co/0gbQ9gpmj2
409647563462029313	Я видела вас недавно на новом рынке, вы покупали себе рубашку. &gt;:-D #ff
409647564364197888	#InstaSize предновогоднее настроение) http://t.co/tX0w5AFGr5
409647977968701440	Нет терпения :) #xmas #newyear #christmas @ общежитие МАИ http://t.co/kJA1rBBw3h
409647980581752832	Ростовские болельщики проводили #Спартак на каникулы)) http://t.co/O8d6UGvj3G
409648336774250496	♥ #HappyBirthdayIanFromRussia Йен, почувствуй нашу любовь :***
409648424272027649	Спасибо родному клубу за бесплатный чай) #Динамо - #Амкар
409648963504332800	Увидела #ГероиНашегоВремени !)они среди нас и они реальные,а не комиксы!горжусь Россией и такими людьми среди нас!
409649640040980480	#РедкиеЖивотные!!! Вот такая апельсиновая ""волосатая"" рыбка...)))) http://t.co/OfnPCcRedj
409649683511136256	воскресный вечер. у меня есть торт.я есть у торта. #идеально :)
409649772685848576	@kidrauhl_cody  ахах даа постараюсь :* #MTVStars Justin Bieber
409650033324478464	Гримерка-лук))) #evabristol #performance #gig #vocaldiva #гастроли #гитис #театр http://t.co/S60OvyyTS6
409650117168611328	RT @YanochkaTsar: Хахахах) Резюлька зашла на пять сек забрать чехол, протрындели час:D #типичные_бабы
409650163943493632	На #391к маршруте теперь еще и большой Пежо есть. Помимо Форда и Ситроена. :)
409650291244814336	RT @gudkovd: Смешно) RT @alexdead: @gudkovd #каквсебыло http://t.co/SK8hQyOw7I
409650291701579776	RT @Believe_01_94: @nigga_yooo азазазааз ну шо тоже хороший фон азазаазазаз сделай фиолетовый пока))) #mtvstars Justin Bieber
409650708016029696	RT @StasAntonov: Какой сложный выбор… :)) #Украина #евромайдан http://t.co/kQgYh6nIWB
409651060790546433	RT @gulieva_1D: #HappyBirthdayNickiMinajFromRussia Никки ты крута:))
409651234400768001	#exocometorussia короче, теперь всё от нашей активности зависит))
409651322770575360	Читаю взаимно! #Фолловлю задарма)) Делаю #ретвит! #follow
409651408494157825	RT @kiryhin2012: #ЕкатеринаСанница образ первый) http://t.co/QNNNu4fFQA
409651684370292736	Пора затариваться успокоительным на мужской пасьют) #биатлон
409651772601290752	лесжрсдеялпсзомэопюокбнв.и :-). #JaredGetWellSoon #mtvstars 30 Seconds To Mars http://t.co/hGRoqgNw2d
409651859859963906	Ну и обещала показать блюдо от keslermaria , купленное в #jerusalembazar_shop ))) оно огромное!!! И… http://t.co/TlikWmbTnD
409651904529317889	RT @SVETIK_1D: надерем задницу всем :D #mtvstars One Direction
409652181139075072	#spartak все-таки выиграл и закрыл этот сезон в этом году вполне себе неплохо)) ну и хорошо)
409652396663771136	RT @TukvaSociopat: Специально для российских СМИ! На Майдане больше 1 000 000 Свободных Граждан Украины! ))) #євромайдан http://t.co/29TeaY…
409652498048094208	Мне, конечно, нравится зима, но осень я люблю больше всего:* #сентябрьоктябрьноябрь
409652700402679808	RT @Ksenia_1DHoran: Шестьдесят девять:D #mtvstars One Direction
409652700914388992	Праздник в Королевстве - получен новый 24-й уровень! Догоняй :) http://t.co/TGkjqPoHDh #Android #GameInsight #AndroidGames
409652742719045632	RT @leragreeen: @1D_Family_Best ну низнаю иди я как ты)  #mtvstars One Direction
409653034411888641	Походу кто то сегодня напьется ;)) #lastdaybelievetour
409653241837023232	#Сирия #Syria   / АК- для Муджахеда, это вместо тысячи слов)) 
409653633236860930	RT @Xiongmao_Tao: #exocometorussia короче, теперь всё от нашей активности зависит))
409653856327712768	А у нас с ним идеальные отношения даже в симсах) #FOLLOW
409653991002611712	Блин) я не зайка, не рыбка, не МилаФФка и не Лапка)) И делать ЧмаФФки со мной не надо))) уже Бесит потихой.. #TEAMFOLLOWBACK
409654080160931840	как же с утра хочется услышать:""Просыпайся доченька,пора в садик!""))) #FF_RU
409654124553445376	Глядя на вас...ещё раз хочется пожелать вам мозгов) #FOLLOW
409654168954339328	У Олега тройка по ОБЖ. Учительница ему так и сказала,   - будет пожар, сдохнешь))) #RU_FF
409654393550553088	Сегодня пьём чай с яблочным пирогом и ностальгируем по воскресеньям своего детства ;) #ВзаимныйФолловинг http://t.co/p1ACwvQAru
409654681603149824	#TheFall - новая слабость... Продолжение #SM .. Поэтому ,тут все очевидно!:)
409655450435870720	В Нашем Доме Поселился Замечательный Сосед)) #снеговик #новыйгод #уланудэ #бурятия #байкал @ На 8 Этаже http://t.co/Uuq4Ie9hRx
409655630027587585	RT @Nestea__M: Смотрю повтор #Биатлона с Губерниевым :)
409655719374639105	#RT @miva__iva Пожарники - веселый народ. Они едут отмочить там, где кто-то отжег =))
409655946172841984	Я дал бы шиллинг тому, кто знает название этого отеля. /)__) #TEAMFOLLOWBACK
409656248486096896	RT @Iva_Dean: @KatySong29 от тебя зависит, дашь повод или нет. Короче дашь или не дашь #чтоянесу !))
409656332409503744	Сегодняшний #Versus даже комментировать не хочу, да и смотреть тоже, хватило первых раундов)
409656490241163264	Зашел на паблик Версус баттл! Очень рад видеть репера  ATL из Новочебоксарска !!! ))#aztecs
409656574932963328	“@Leysanlubimka: А что позитивного в кино сейчас идет? #пойдуоднавкино” тот же вопрос!)
409656750116462592	“@st_dinulya: Увидела #ГероиНашегоВремени !)они среди нас и они реальные,а не комиксы!горжусь Россией и такими людьми среди нас!”
409656948930260992	Воскресенье!) #FollowMeGo #FollowBack #ФолловлюВсехВзаин #взаимныйфолловинг #ВзаимныеЛюди #rufollowback
409657254657683456	#ПодарокНомер 5 под коньяк или чай)) http://t.co/NpCOKh4sDT
409657368746921984	улетел в #Магадан, господа жуйкеры) доктор Хауз на выезде, йопт :-)
409657666139865088	RT @tymchakovskaya: Лена крутая! :)) “@alex_beykin: Первый пикетчик у посольства Украины #євромайдан #евромайдан #Євромайдан #euromaidan ht…
409657761345974273	RT @ELdor4ik: ""@ShohsikA: Успокоилась чуть-чуть. #СпасибоШоколад"" щедрая душа)) Аленка))) не тормози прочитай твит от Шохсик с шоколадом)
409742060485611520	Самовьющиеся локоны и какой-то #таинственныйвзгляд ;) http://t.co/0x2jQtmbmF
409742179306070016	RT @TukvaSociopat: Пикетчикам под ГПУ зачитали запрет о проведении мирных сборов...то есть, мирно нельзя? ))) #євромайдан
409742525692657664	mshendrik поколдовал!спасибо!) #spb #girls #models http://t.co/fFtmN3J5gw
409742570957197312	Нет пьяным твитам и твитам про пьянство в ленте! #трезвость ;))
409743053218648064	RT @Sava_Fox_x: #МиниПатиНаПараде возьмите меня к себе на пати:3У меня есть печеньки^_^ http://t.co/Dqi56N8nQL
409743095731736576	Хорошо провела время. Уже пол года не слышала #ТанецЛоктей)))
409743302423224320	Злобными зимними вечерами когда ксюша читает доуля катя спит!:D #финес #и #ферб ксюша мультиков пересмотрелась http://t.co/z4NA7TYeOL
409743788656316416	RT @Tractorcoff: Михаил Маркович @mdobkin так,вы это,номер свой напишите в твиттере. Больше людей позвонит,поддержат :)  #євромайдан #евром…
409743788979257344	RT @Anjuuwa: Кому нравится мой рисунок ? #RT :3 :* http://t.co/YtRE0iseAY
409743789402501120	#ARSEVE матч, напряжение в котором спало только с финальным свистком. Так должно быть всегда, конечно, но часто бывает только в Англии))
409743828556324864	То, что случилось со мной сегодня не поместится в 140 символов;) #happyday
409743917715030016	RT @TukvaSociopat: Пикетчикам под ГПУ зачитали запрет о проведении мирных сборов...то есть, мирно нельзя? ))) #євромайдан
409744048514420737	RT @Anjuuwa: Кому нравится мой рисунок ? #RT :3 :* http://t.co/YtRE0iseAY
409744279851253760	Очередная реклама, на этот раз порадовал FIAT )) / #driveradvisor  #автоновости #мотоновости http://t.co/hPfZHrnmnP
409744326877782017	Хоцю тебЯ обнять) #webcamtoy http://t.co/ynR3m1sKzv
409744368720158720	RT @Bagira_02: #Дерзкий #RT “@LudmilaSadovaja: Вот что значит быть независимым человеком! ))) http://t.co/fPLy74FM7G”
409744417759969280	RT @Tractorcoff: Михаил Маркович @mdobkin так,вы это,номер свой напишите в твиттере. Больше людей позвонит,поддержат :)  #євромайдан #евром…
409744418569482240	Приятный, теплый зимний вечер, в компании любимых людей))) а за окном снежок❄️#sundayevening @… http://t.co/aJzlGYnmIR
409744418573651968	Мое рабочее место, компактно и очень удобно :) #работа #рабочееместо #стол #стул #компьютер #фото… http://t.co/MQCvyJpOOB
409744680763805697	RT @Tractorcoff: Михаил Маркович @mdobkin так,вы это,номер свой напишите в твиттере. Больше людей позвонит,поддержат :)  #євромайдан #евром…
409744997538213888	конечно, скудоумным свойственно присваивать чужие фразы, речь, определенный стиль написания себе, но чтобы присваивать чужой УМ :d #занавес
409745086541746176	Час в метро, два на автобусе и я дома, епт:) #домой #Мск #Moscow #столица #Москва #поравалить http://t.co/mcS0XX37Uy
409745225729736704	Брутальный мужик #ММК я иду с завода родная))) http://t.co/bzUGGQTMYI
409745688982192129	RT @OrKsvaa: #HappyBirthdayIanFromRussia чем старше, тем всё лучше) С Днём Рождения, человека, выпившего эликсир молодости!)♥♥♥ http://t.co…
409746004725223424	Кошак заснул на мне ) я боюсь его будить ))) #милости
409746094248443904	RT @KoenNiki: #KoenMediaДаритФолловеров #KoenMediaЗахватилиТренды аахаххахаха!:)
409746189039730688	RT @ColarFul: @MsWildFan  #пикчатайм я себя чувствую как на PC :D http://t.co/ydNYVWVmZh
409746275794313217	#осень #christmasrocks pudding with brandy butter - потрясающий десерт с кучей калорий:)?? ##christmasrocks #pudding
409746357113880576	RT @KimHelen1: #ПоздравьТвиттерскогоСНаступающим @XOXO__100500lol счастья тебе, брат ;)
409746448314408960	Ты сочиняешь любовные песни, но сам никого не любишь. о-) #follow
409747361494089730	Правда о продаже статуэтки выплыла на свет, сэр. о-) #FF
409747483120893952	#SOUNDBYSKYL1NK  / #Remix /  / Скоро ремикс:) / А пока что вот предыдущие:) http://t.co/Obbjx5JGaP
409747483557122049	Кто рано встает, тот попадает на баркэмпы по Адизесу и Голдратту :) #happydev
409747807000858625	# все:) надо ложиться спать, уже утро на дворе, а я все еще не сомкнула глаз...
409748165613481984	@JoiDaniil ну если это сотня ))) https://t.co/lA1R1rlHeO #euromaidan #євромайдан #евромайдан
409748662890545152	Кто-то принес мне счастья в двойном размере))) #sweet #love #kinder @ свит хоум http://t.co/uO3cNtuXVa
409748907535925248	RT @DjAnnyMalik: #СиськаNeverDie НУ ЩИТО РОССИЯ СНОВА ЗА СВОЕ,ЗА ЛЮБИМОЕ?:D
409749161202823168	@nastyushka2696 кирыч в помощь! :D #хачитожелюдинонефакт
409750160139624448	RT @1louded1: Угадайте, какая тут сумма. Кто угадает, тому будет небольшое поощрение :) #вопрос http://t.co/FwTy6AJWj0
409750254997626881	@romaha73 ахах B-) #зачет #кирпичи - конь-людоед  http://t.co/MmpYDKRbmL
